part_number,manufacturer,condition,price,quantity,status,description
264023,Clatronic,NEW,9.27,17,ON-SITE,Clatronic WK 3819 electric kettle 1.7 L 2200 W Black
AD 1387,Adler,NEW,31.62,17,ON-SITE,Adler AD 1387 Hotel kettle stainless steel 1 L + tray with cups black
442.3,SMAPP,NEW,35.02,16,ON-SITE,Cordless kettle 1.7L SMAPP Graphite
MR-031-BLUE,Maestro,NEW,10.4,16,ON-SITE,Electric Kettle MAESTRO MR-031-BLUE 1.7 L 2200 W
MR-025-IVORY,Maestro,NEW,20.24,16,ON-SITE,Maestro MR-025-IVORY electric kettle
RK3300,CONCEPT,NEW,49.84,15,ON-SITE,Stainless Steel Kettle White 1.5 l Salt & Pepper Concept RK3300
TWK 8611P,BOSCH,NEW,56.18,15,ON-SITE,Bosch TWK8611P electric kettle 1.5 L 2400 W Anthracite Stainless steel White
MR-030-WHITE,Maestro,NEW,13.75,15,ON-SITE,Maestro MR-030-White Electric Kettle 1.7 L 2200 W
MR-033-BLACK,Maestro,NEW,9.76,15,ON-SITE,MAESTRO MR-033 black electric kettle
MR-077,Maestro,NEW,25.29,14,ON-SITE,Ceramic electric kettle MAESTRO MR-077 1.5l 1500W Grey
MR-050,Maestro,NEW,14.71,14,ON-SITE,Maestro MR-050 Electric Kettle 1.7 L Stainless Steel
5KEK1701EER,KitchenAid,NEW,131.89,14,ON-SITE,KitchenAid 5KEK1701EER electric kettle 1.7 L 2400 W Red
TWK4M227,BOSCH,NEW,42.93,14,ON-SITE,Bosch MyMoment electric kettle 1.7 L 2400 W Cream
MR-033-WHITE,Maestro,NEW,9.99,13,ON-SITE,Electric kettle 1.7l 2200W MAESTRO MR-033-WHITE
MR-056-GREY,Maestro,NEW,11.13,13,ON-SITE,Maestro MR-056-Grey Glass Electric Kettle 1.7 L
AD 1352,Adler,NEW,23.13,13,ON-SITE,ADLER AD 1352 electric kettle
MR-042-BEIGE,Maestro,NEW,10.01,13,ON-SITE,Feel-Maestro MR042 beige electric kettle 1.7 L Beige Brown 2200 W
5KEK1522EMS,KitchenAid,NEW,147.17,13,ON-SITE,KitchenAid 5KEK1522EMS electric kettle 1.5 L 2400 W Grey
MR-052-BLUE,Maestro,NEW,12.13,12,ON-SITE,Maestro MR-052-BLUE Electric glass kettle blue 1.7 L
MR-068-MOSAIC,Maestro,NEW,24.83,12,ON-SITE,Ceramic electric kettle MAESTRO MR-068 1 5L 1500W (MR-068-MOSAIC)
MR-066-PORTO,Maestro,NEW,24.48,12,ON-SITE,MAESTRO MR-066-PORTO Ceramic electric kettle
63431,PROFICOOK,NEW,17.2,12,ON-SITE,ProfiCook PC-WKS 1229 G electric kettle 1 L 1600 W Stainless steel Transparent
442.1,SMAPP,NEW,34.99,12,ON-SITE,Cordless kettle 1.7L SMAPP White
MR-071-BLACK,Maestro,NEW,22.01,12,ON-SITE,Electric kettle MAESTRO MR-071 1 l Black
MR-013-GREEN,Maestro,NEW,9.85,11,ON-SITE,Electric kettle MAESTRO MR013 1 L 1100 W (MR-013-GREEN) Green White
MR-070,Maestro,NEW,23.89,11,ON-SITE,Feel-Maestro MR070 electric kettle 1.2 L 1200 W White
MR-052-WHITE,Maestro,NEW,12.31,11,ON-SITE,Maestro MR-052 Electric glass kettle 1.7 L (MR-052-WHITE) White
AD 1305gs,Adler,NEW,20.85,11,ON-SITE,ADLER AD 1305 electric kettle grey silver
MR-053-BLACK,Maestro,NEW,12.38,10,ON-SITE,Maestro MR053 electric kettle 1.7 L 2200 W Black Transparent
MR-065-GREY,Maestro,NEW,12.51,10,ON-SITE,Maestro MR-065 electric kettle 1.7 L 2200 W (MR-065-GREY) Grey
KO854830,Tefal,NEW,51.46,10,ON-SITE,Tefal KO854830 electric kettle 1 L Black
WK 3835,Clatronic,NEW,8.5,10,ON-SITE,Clatronic WK 3835 electric kettle 1.7 L 2200 W Black
TWK7L467,BOSCH,NEW,39.09,10,ON-SITE,Bosch TWK7L467 electric kettle 1.7 L 2400 W Champagne
CR 1265,Adler,NEW,13.15,9,ON-SITE,Camry Premium CR 1265 electric kettle 0.5 L 750 W Black Green
RK7030,CONCEPT,NEW,9.99,9,ON-SITE,RK7030 CONCEPT Camping Kettle 0 5L + 2 Mugs
KO2517E0,Tefal,NEW,30.59,9,ON-SITE,Czajnik elektryczny TEFAL KO2517E0
RK0092,CONCEPT,NEW,36.02,9,ON-SITE,Concept RK0092 Ceramic electric kettle 1.5 l Dark grey
AD 1203,Adler,NEW,14.5,8,ON-SITE,Adler AD 1203 electric kettle 1 L Silver 1630 W
AD 08w,Adler,NEW,9.73,8,ON-SITE,Adler AD 08 w electric kettle 1 L 850 W White
HD9339/80,Philips,NEW,32.7,8,ON-SITE,Philips 5000 series Series 5000 HD9339/80 Glass kettle
MR-023-GREEN,Maestro,NEW,17.8,8,ON-SITE,Electric kettle Maestro MR-023 (MR-023-GREEN) Green
MR-058-BLACK,Maestro,NEW,10.16,8,ON-SITE,Maestro MR-058-Black Electric Kettle 1 8 L
MR-074-GOLD,Maestro,NEW,20.93,8,ON-SITE,MAESTRO MR-074-GOLD ceramic electric kettle
AD 1341,Adler,NEW,27.68,8,ON-SITE,Electric kettle ADLER AD 1341
AD 1345w,Adler,NEW,35.58,7,ON-SITE,ADLER AD 1345W ELECTRIC KETTLE WHITE
AD 1295g,Adler,NEW,27.33,7,ON-SITE,Adler AD 1295 Steel kettle 1.7 l Satin grey
MR-078,Maestro,NEW,23.92,7,ON-SITE,Maestro MR-078 Electric kettle 1.8 l Grey
PC-WKS 1190 G,PROFICOOK,NEW,15.93,7,ON-SITE,Proficook electric glass kettle PC-WKS 1190 G
AD 1268,Adler,NEW,8.1,7,ON-SITE,Adler AD 1268 electric kettle 0.6 L Grey 600 W
RK2380,CONCEPT,NEW,14.34,7,ON-SITE,Concept RK2380 electric kettle 1.7 L 2200 W White
RK2381,CONCEPT,NEW,14.34,7,ON-SITE,Concept RK2381 electric kettle 1.7 L 2200 W Black
RK2375,CONCEPT,NEW,20.27,7,ON-SITE,ELECTRIC KETTLE RK2375 CONCEPT
ZCK8026,Zelmer,NEW,36.32,7,ON-SITE,Zelmer ZCK8026 electric kettle 1.7 L 2200 W Black Transparent
CB-7015,Ravanson,NEW,9.11,6,ON-SITE,Electric Kettle Ravanson CB-7015 (1800W; 1 8l; black)
RK2390,CONCEPT,NEW,16.84,6,ON-SITE,Concept RK-2390 Electric kettle 1.7 L 2200 W
TWK 8613P,BOSCH,NEW,60.24,6,ON-SITE,Bosch TWK8613 electric kettle 1.5 L 2400 W Black
BHR9036EU,Xiaomi,NEW,17.32,6,ON-SITE,Xiaomi Electric Kettle 2 Lite
AD 1272,Adler,NEW,9.32,6,ON-SITE,Adler AD 1272 electric kettle 1 L 1600 W Hazelnut White
958576000,taurus,NEW,32.36,6,ON-SITE,Taurus Vintage Compact Olive 1l Electric Kettle 958576000
958569000,taurus,NEW,32.41,6,ON-SITE,Taurus VINTAGE COMPACT electric kettle 1 L 2400 W Cream
ES9580110B,BLACK+DECKER,NEW,45.22,6,ON-SITE,Black+Decker electric kettle BXKE2205E
MR-061-BLACK,Maestro,NEW,12.1,6,ON-SITE,Electric kettle MAESTRO MR-061 (MR-061-BLACK) Black
AD 1379b,Adler,NEW,12,6,ON-SITE,ADLER AD 1379B black electric kettle
MR-037-BLUE,Maestro,NEW,11.62,6,ON-SITE,Maestro MR-037 (MR-037-BLUE) Electric kettle 1 2 L 1630 W Blue
5KEK1522EPP,KitchenAid,NEW,153.42,6,ON-SITE,KitchenAid 5KEK1522EPP electric kettle 1.5 L 2400 W Petrol
MR-039,Maestro,NEW,19.72,5,ON-SITE,MAESTRO MR-049 electric kettle
MS 1307,Adler,NEW,12.5,5,ON-SITE,Mesko MS 1307 Glass Electric Kettle 1.8 L
5KEK1701EBK,KitchenAid,NEW,125.14,5,ON-SITE,KitchenAid 5KEK1701EBK electric kettle 1.7 L 2400 W Black
ES9580090B,BLACK+DECKER,NEW,39.48,5,ON-SITE,Black+Decker electric kettle BXKE2206E
HD9411/00,Philips,NEW,25.29,5,ON-SITE,Philips 3000 series Kettle
AD 1277 w,Adler,NEW,15.31,5,ON-SITE,Adler AD 1277 W electric kettle 1.7 L 2200 W White
AD 1277 b,Adler,NEW,15.42,5,ON-SITE,Adler AD 1277 B electric kettle 1.7 L 2200 W Black
CR 1253,Adler,NEW,22.32,5,ON-SITE,Camry CR 1253 electric kettle 1.7 L Stainless steel 2200 W
AD 1244,Adler,NEW,11.81,4,ON-SITE,Adler AD 1244 electric kettle 2.5 L 2200 W white and blue
TWK 3P424,BOSCH,NEW,43.21,4,ON-SITE,Bosch TWK3P424 electric kettle 1.7 L 2400 W Grey Red
TWK7L464a,BOSCH,NEW,39.72,4,ON-SITE,Electric kettle Bosch TWK 7L464 2400 W 1.7 l Red
MR-063-BLACK,Maestro,NEW,10.44,4,ON-SITE,Maestro MR-063-Black Glass Electric Kettle 1 7 L
MS 1301w,Adler,NEW,20.24,4,ON-SITE,MESKO MS 1301W electric kettle
AD 1347w,Adler,NEW,25.48,3,ON-SITE,ADLER AD 1347w electric kettle white
AD 1340,Adler,NEW,25.53,3,ON-SITE,Adler AD 1340 electric kettle 1.7 L 2200 W Black Silver
72201,KOHERSEN,NEW,34.23,3,ON-SITE,Kohersen Modern Matt electric kettle A451 black
MR-061-WHITE,Maestro,NEW,12.11,3,ON-SITE,Maestro MR061 electric kettle 1.7 L 2200 W Transparent White
PC-WKS 1322 G,PROFICOOK,NEW,11.89,3,ON-SITE,ProfiCook PC-WKS 1322 G electric kettle 1.7 L 2200 W Silver Black Transparent
AD1223,Adler,NEW,16.64,3,ON-SITE,Adler AD 1223 electric kettle 1.7 L Black Stainless steel 2200 W
AD 1295b,Adler,NEW,26.78,3,ON-SITE,Adler AD 1295b Electric kettle 1.7 l Black
TWK2M164,BOSCH,NEW,31.83,3,ON-SITE,Bosch TWK2M164 electric kettle 1.7 L 2400 W Black Grey Red
TWK2M167,BOSCH,NEW,31.79,2,ON-SITE,Bosch Kettle TWK 2M167
TWK2M161,BOSCH,NEW,32.17,2,ON-SITE,Bosch TWK2M161 electric kettle 1.7 L 2400 W White
AD 1295w,Adler,NEW,23.72,2,ON-SITE,Adler AD 1295w Electric kettle 1.7 l White
CR 1291,Adler,NEW,24.14,2,ON-SITE,Camry CR 1291 electric kettle 1.7 L Stainless steel 2200 W
AD 1234,Adler,NEW,10.72,2,ON-SITE,Adler AD 1234 electric kettle 1.7 L
AD 1274,Adler,NEW,14.08,2,ON-SITE,Adler AD 1274 B electric kettle 1.7 L White Transparent 2200 W
MR-038-BLACK,Maestro,NEW,10.05,2,ON-SITE,Maestro MR038 electric kettle 1.7 L 2000 W Black
HWS 8731,HEINRICH'S,NEW,81.46,2,ON-SITE,HEINRICH'S HWS 873 water heater
ES9580080B,BLACK+DECKER,NEW,23.25,2,ON-SITE,Black+Decker electric kettle BXKE2204E
MR-030 red,Maestro,NEW,14.3,2,ON-SITE,Feel-Maestro MR030 electric kettle RED
AD 1350,Adler,NEW,20.67,2,ON-SITE,Adler AD 1350 1.7L temperature-controlled LED electric kettle Black
MR-037-BLACK,Maestro,NEW,13.56,1,ON-SITE,Maestro MR-037 electric kettle 1.7 L 1800 W (MR-037-BLACK) Black
AD 1380b,Adler,NEW,11.24,1,ON-SITE,ADLER AD 1380B black electric kettle
AD 1372b,Adler,NEW,12.99,1,ON-SITE,ADLER AD 1372b electric kettle black
AD 1244b,Adler,NEW,10.91,1,ON-SITE,Adler AD 1244b Electric kettle 2.5 L 2200 W Black
MR-062-BLACK,Maestro,NEW,10.96,1,ON-SITE,Maestro MR-062-Black Glass Electric Kettle 1 2 L
PC-WKS 1322 G,PROFICOOK,NEW,14.27,1,ON-SITE,ProfiCook PC-WKS 1322 G electric kettle 1.7 L 2200 W Black Transparent
AD 1273,Adler,NEW,14.3,1,ON-SITE,Adler AD 1273 electric kettle 1 L 1200 W Black Hazelnut Stainless steel
CR 1290,Adler,NEW,18.67,1,ON-SITE,Camry CR 1290 electric kettle
KL03WHEU,SMEG,NEW,106.34,1,ON-SITE,SMEG KLF03WHEU electric kettle
WK 3420,SEVERIN,NEW,34.51,1,ON-SITE,Severin WK 3420 electric kettle 1.7 L 2200 W Black Stainless steel Transparent
MR-071-BEIGE,Maestro,NEW,22.14,1,ON-SITE,MAESTRO MR-071 electric kettle 1 l (MR-071-BEIGE)
SKB 3248,Clatronic,NEW,36.07,1,ON-SITE,Clatronic SKB 3248 chocolate fountain 170 W
WKF01PG,SMEG,NEW,93.97,33,ON-SITE,Smeg 50's Style Kettles WKF01PG Pastel Green
MR-1311,Maestro,NEW,12,28,ON-SITE,Maestro MR-1311 kettle 3.0 L Stainless steel
WKF01CR,SMEG,NEW,96.68,22,ON-SITE,Smeg 50's Style Kettles WKF01CR Cream
MR-1300,Maestro,NEW,5.68,16,ON-SITE,Maestro MR-1300 kettle 2 L Silver
N4180410,Tefal,NEW,32.36,14,ON-SITE,Non-Electric Kettle TEFAL N4180410 Black Matte
MR-1313,Maestro,NEW,8.49,13,ON-SITE,Non-electric kettle MAESTRO MR-1313
MR-1318-BLACK,Maestro,NEW,14.5,12,ON-SITE,2.5L MR-1318-BLACK MAESTRO Kettle
4977642021563,HARIO,NEW,42.43,12,ON-SITE,Kettle HARIO 4977642021563 (1.2l ; black color)
MR-1334,Maestro,NEW,14.06,10,ON-SITE,Maestro MR-1334 kettle 2.9 L Stainless steel
MR-1336,Maestro,NEW,5.88,8,ON-SITE,1.8L kettle MR-1336 MAESTRO
MR-1328,Maestro,NEW,13.26,6,ON-SITE,Kettle MAESTRO MR-1328 2.8L
MR-1302-WG,Maestro,NEW,7.49,6,ON-SITE,Maestro MR-1302-WG kettle 2.5 L White
MR-1302,Maestro,NEW,6.72,5,ON-SITE,Maestro MR-1302 kettle 2.5 L Stainless steel
MR-1333,Maestro,NEW,12.7,5,ON-SITE,Maestro MR-1333 kettle 3.0 L Stainless steel
MR-1329,Maestro,NEW,10.11,5,ON-SITE,Maestro MR-1329 kettle 2.9 L Stainless steel
MR-1333-S,Maestro,NEW,11.31,3,ON-SITE,Maestro MR-1333-S kettle 2.2 L Stainless steel
MR-1318,Maestro,NEW,12.9,3,ON-SITE,Kettle Maestro MR-1318 2 5 l Silver Black
MR-1332,Maestro,NEW,11.27,2,ON-SITE,Maestro MR-1332 kettle 2.8 L Stainless steel
MR-1338,Maestro,NEW,13.25,1,ON-SITE,Maestro MR-1338 kettle 3.0 L Stainless steel
WKF01BL,SMEG,NEW,96.68,1,ON-SITE,Smeg 50's Style Kettles WKF01BL Black
8700216937481,Braun,NEW,322.53,73,ON-SITE,Braun Silk-expert Pro PL5210 IPL Intense pulsed light (IPL) Gold White
BRI973/00,Philips,NEW,327.94,66,ON-SITE,Philips BRI973/00 light hair remover Intense pulsed light (IPL) Rose gold White
BRE708/00,Philips,NEW,65.23,53,ON-SITE,Philips 8000 series Epilator Series 8000 BRE708/00 Cordless epilator; Wet & Dry
PL7253,Braun,NEW,386.22,49,ON-SITE,Braun Silk-Expert Pro IPL PL7253 Intense pulsed light (IPL) Rose gold White
SC1998/00,Philips,NEW,265.48,41,ON-SITE,Philips Lumea Advanced SC1998/00 light hair remover Intense pulsed light (IPL) Ivory
BRE770/92,Philips,NEW,105.72,38,ON-SITE,Philips Beauty Set Series 9000 BRE770/92 For the whole body
BRE735/00,Philips,NEW,78.72,34,ON-SITE,Philips 8000 series Epilator Series 8000 BRE735/00 Wet and Dry epilator
IL3020,CONCEPT,NEW,116.85,32,ON-SITE,Concept IL3020 epilator Rose gold White
BRE711/00,Philips,NEW,80.29,30,ON-SITE,Philips Epilator Series 8000 BRE711/00 Cordless Wet and Dry Shaver Purple
SC1997/00,Philips,NEW,224.29,27,ON-SITE,Philips Lumea Advanced SC1997/00 IPL - Hair removal device
BRE730/10,Philips,NEW,77.4,27,ON-SITE,Philips BRE 730/10 Wet and dry epilator for legs body and feet
BRE718/00,Philips,NEW,93.84,26,ON-SITE,Philips Epilator Series 9000 BRE718/00 Cordless epilator; Wet & Dry
SC1994/00,Philips,NEW,187.42,14,ON-SITE,Philips Lumea Advanced SC1994/00 light hair remover Intense pulsed light (IPL) Pink White
ORO-IPL ICE,oromed,NEW,46.41,10,ON-SITE,OROMED ORO-IPL ICE laser hair and body depilator
BRE257/00,Philips,NEW,37.72,9,ON-SITE,Philips 4000 series Epilator Series 4000 BRE257/00 Corded Epilator
IL5020,CONCEPT,NEW,222.58,8,ON-SITE,Concept IL5020 epilator Black
230044,CURVER,NEW,40.52,200,ON-SITE,Curver LOTUS ironing board White
72563,LEIFHEIT,NEW,55.16,38,ON-SITE,Leifheit 72563 ironing board 1200 x 380 mm
72585,LEIFHEIT,NEW,55.31,24,ON-SITE,LEIFHEIT AirBoard M Compact Ironing board
72565,LEIFHEIT,NEW,66.32,21,ON-SITE,Leifheit Air Board Express M Solid ironing board 1200 x 380 mm
168661,VILEDA,NEW,70.91,16,ON-SITE,Ironing Board Vileda Total Reflect Plus
994181000,taurus,NEW,77.56,15,ON-SITE,Taurus Argenta Elegance Full-size ironing board 1700 x 480 mm
994177000,taurus,NEW,34.31,14,ON-SITE,Taurus 994177000 ironing board Full-size ironing board 320 x 1100 mm
994178000,taurus,NEW,69.31,12,ON-SITE,Taurus 994178000 ironing board Full-size ironing board 410 x 1250 mm
173682,VILEDA,NEW,42.88,11,ON-SITE,Vileda Bravo Plus ironing board
170372,VILEDA,NEW,47.35,3,ON-SITE,Ironing board Vileda Star Plus
183416,VILEDA,NEW,57.58,3,ON-SITE,ViledaTotal Reflect Ultimate M ironing board (black)
183442,VILEDA,NEW,56.37,1,ON-SITE,ViledaTotal Reflect Ultimate Plus M ironing board
994180000,taurus,NEW,54.12,1,ON-SITE,Taurus 994180000 ironing board Full-size ironing board 400 x 1240 mm
72485,LEIFHEIT,NEW,57.77,1,ON-SITE,Ironing board Air Board M Black Plus NF
1056038,BRITA,NEW,28.31,99,ON-SITE,Brita Marella XL jug + 4 Maxtra cartridges blue
1059323,BRITA,NEW,46.2,63,ON-SITE,Brita Glass+1MaxtraProPP 2.5-litre filter jug | mint
1050452,BRITA,NEW,43.91,59,ON-SITE,Brita 1050452 water filter Countertop water filter 2.5 L Blue White
1051157,BRITA,NEW,42.8,58,ON-SITE,Brita Glass+1 Maxtra Pro PP filter jug (grey)
1052794,BRITA,NEW,17.15,54,ON-SITE,Brita Marella+1 Maxtra Pro PP filter jug (2.4 l; graphite)
1059265,BRITA,NEW,21.69,54,ON-SITE,Brita Style Essential filter jug + 3 Maxtra Pro Pure Performance filter cartridges (sand-coloured)
1052801,BRITA,NEW,14.6,47,ON-SITE,Brita 1052801 water filter Countertop water filter 2.4 L White
1056049,BRITA,NEW,18.09,43,ON-SITE,Brita Aluna 2 4l jug + 2 Maxtra cartridges white
1052778,BRITA,NEW,19.92,43,ON-SITE,Brita Marella XL+1 Maxtra Pro PP filter jug
1052789,BRITA,NEW,17.18,40,ON-SITE,Brita Marella +1 Maxtra Pro PP filter jug
1056037,BRITA,NEW,33.13,37,ON-SITE,Brita Marella XL + 5 Maxtra Pro PP filter jug
1052799,BRITA,NEW,17.14,31,ON-SITE,Brita Marella +1 Maxtra Pro PP filter jug
1058705,BRITA,NEW,26.57,30,ON-SITE,BRITA Style ESSENTIAL XL white filter jug + 3 x MX Pro Pure Performance filter
1059269,BRITA,NEW,21.67,21,ON-SITE,Brita Style Essential + 3 MAXTRA PRO PURE PERFORMANCE (graphite)
1030345,BRITA,NEW,18.23,19,ON-SITE,Carafe Brita Fill&Serve Mind Fresh Black CU CE 3
1052780,BRITA,NEW,19.88,18,ON-SITE,Brita Marella XL+1 Maxtra Pro PP filter jug
1052805,BRITA,NEW,38.2,17,ON-SITE,Brita 1052805 water filter Dispenser water filter 8.2 L Blue
1059261,BRITA,NEW,26.39,17,ON-SITE,Brita Style Essential+4 MAXTRA PRO PURE PERFORMANCE (white)
1059259,BRITA,NEW,27.3,16,ON-SITE,Brita Style Essential+4 MAXTRA PRO PURE PERFORMANCE (graphite)
AWP2980WH/31,Philips,NEW,32.73,16,ON-SITE,PHILIPS AWP2980WH/31 filter jug
1058042,BRITA,NEW,17.8,14,ON-SITE,Brita Style Essential+1 Maxtra Pro PP filter jug (graphite)
1059838,BRITA,NEW,20.85,11,ON-SITE,Brita Style Essential filter jug + 2 Maxtra Pro Pure Performance filter cartridges (sand-coloured)
1059834,BRITA,NEW,20.85,10,ON-SITE,Brita Style Essential + 2 MAXTRA PRO PURE PERFORMANCE (graphite)
1056988,BRITA,NEW,44.73,8,ON-SITE,Brita Glass+ filter jug with 2 MaxtraPro PP cartridges (blue; 2.5 l)
1056045,BRITA,NEW,25.48,8,ON-SITE,Brita Marella + 4 Maxtra Pro PP filter jug
1056033,BRITA,NEW,24.4,6,ON-SITE,Brita Marella XL + 2 Maxtra Pro PP filter jug
1056040,BRITA,NEW,24.43,6,ON-SITE,Brita Marella XL + 2 Maxtra Pro PP filter jug
1056041,BRITA,NEW,25.52,6,ON-SITE,Brita Marella + 4 Maxtra Pro PP filter jug
1056047,BRITA,NEW,25.48,6,ON-SITE,Brita Marella + 4 Maxtra Pro PP filter jug
1059263,BRITA,NEW,27.89,6,ON-SITE,Brita Style Essential filter jug + 4 Maxtra Pro Pure Performance filter cartridges (sand-coloured)
1059312,BRITA,NEW,27.91,5,ON-SITE,BRITA Style ESSENTIAL XL Water Filter Jug (Dark Blue) + 3 x MX Pro Pure Performance Filters
ADD6921DG/10,Philips,NEW,572.74,5,ON-SITE,Philips ADD6921DG/10 water filter Dispenser water filter 3.6 L Grey
A 1000,BRITA,NEW,38.05,5,ON-SITE,Water Filter Cartridge Brita A 1000 1 pc
EP2224/10,Philips,NEW,227.97,200,ON-SITE,Philips 2200 series EP2224/10 coffee maker Fully-auto Espresso machine 1.8 L
XN1005,Krups,NEW,68.88,200,ON-SITE,Krups Nespresso XN1005K coffee maker Semi-auto Espresso machine 0.7 L
KP1A3B10,Krups,NEW,42.12,159,ON-SITE,Krups Piccolo XS KP1A3B Manual Espresso machine 0.8 L
EN167.B,DeLonghi,NEW,113.26,123,ON-SITE,De’Longhi Citiz Fully-auto Capsule coffee machine 1 L
EN167.W,DeLonghi,NEW,113.61,123,ON-SITE,De’Longhi Citiz EN167.W Fully-auto Espresso machine 1 L
TTAS107E,BOSCH,NEW,33.73,95,ON-SITE,BOSCH TTAS107E capsule coffee machine
XN110B,Krups,NEW,79.47,88,ON-SITE,Krups XN110B Manual Capsule coffee machine 0.6 L
TAS164E,BOSCH,NEW,34.76,84,ON-SITE,Bosch TAS164E coffee maker Fully-auto Capsule coffee machine 0.7 L
EN127.BL,DeLonghi,NEW,102.49,67,ON-SITE,Ekspres DeLonghi EN127.BL Nespresso Pixie
EP3329/70,Philips,NEW,298.19,62,ON-SITE,Philips EP3329/70 coffee maker Fully-auto Espresso machine 1.8 L
HD7461/20,Philips,NEW,32.36,58,ON-SITE,Philips Daily Collection HD7461/20 Coffee maker
ECAM290.61.SB,DeLonghi,NEW,338.45,58,ON-SITE,De’Longhi Magnifica DEL ECAM 290.61.SB Fully-auto Espresso machine 1.8 L
ECAM290.61.B,DeLonghi,NEW,339,52,ON-SITE,De’Longhi Magnifica Evo Fully-auto Espresso machine 1.8 L
EN80.B,DeLonghi,NEW,66.99,52,ON-SITE,DeLonghi INISSIA EN 80.B Pod coffee machine 0.8 L Semi-auto
HD7461/00,Philips,NEW,33.91,50,ON-SITE,Philips Daily Collection HD7461/00 coffee maker Semi-auto Drip coffee maker 1.2 L
EN80.BAE,DeLonghi,NEW,113.42,49,ON-SITE,DeLonghi Nespresso EN80.BAE Inissia
EP2230/10,Philips,NEW,347.38,48,ON-SITE,Philips Series 2200 EP2230/10 coffee maker Fully-auto Espresso machine 1.8 L
EP5447/90,Philips,NEW,423.65,43,ON-SITE,Philips EP5447/90 coffee maker Fully-auto Espresso machine 1.8 L
EN127.S,DeLonghi,NEW,102.01,41,ON-SITE,De’Longhi Pixie EN127.S Capsule coffee machine 1 l
ECAM380.85.SB,DeLonghi,NEW,502.66,39,ON-SITE,De’Longhi ECAM380.85.SB coffee maker Fully-auto Espresso machine 1.8 L
EP3321/40,Philips,NEW,276.04,34,ON-SITE,Philips EP3321/40 coffee maker Fully-auto Espresso machine 1.8 L
EN510.W,DeLonghi,NEW,174.94,33,ON-SITE,De’Longhi Lattissima One Nespresso Pod coffee machine - White
XP444C10,Krups,NEW,134.13,30,ON-SITE,Krups Virtuoso XP444C10 coffee maker Semi-auto Espresso machine 1 L
8712072539792,MOCCAMASTER,NEW,224.33,30,ON-SITE,Moccamaster KBG 741 Manual Drip coffee maker 1.25 L
TE655203RW,Siemens,NEW,599.66,27,ON-SITE,Siemens TE655203RW coffee maker Espresso machine 1.7 L Fully-auto
ECAM310.60.B,DeLonghi,NEW,393.49,26,ON-SITE,DeLonghi ECAM 310.60.B espresso machine
EN85.B,DeLonghi,NEW,67.57,24,ON-SITE,De’Longhi Essenza Mini EN85.B Semi-auto Capsule coffee machine 0.6 L
EP1200/00,Philips,NEW,218.58,24,ON-SITE,Philips 1200 series EP1200/00 coffee maker Fully-auto Espresso machine 1.8 L
53987,MOCCAMASTER,NEW,224.18,24,ON-SITE,Moccamaster KBG Select Semi-auto Drip coffee maker 1.25 L
ECAM250.23.SB,DeLonghi,NEW,284.15,23,ON-SITE,De’Longhi Magnifica S Smart Semi-auto Espresso machine 1.8 L
920635000,taurus,NEW,212.8,23,ON-SITE,Taurus Accento Latte espresso machine; 20 bar White Coffee
EN267.WAE,DeLonghi,NEW,156.97,22,ON-SITE,De’Longhi Citiz EN267.WAE Drip coffee maker 1 L
ECAM290.81.TB,DeLonghi,NEW,376.95,21,ON-SITE,De’Longhi Magnifica Evo ECAM290.81.TB Fully-auto Espresso machine 1.8 L
TE655319RW,Siemens,NEW,569.21,21,ON-SITE,Siemens EQ.6 plus s500 TE655319RW Espresso Espresso machine 1.7 L Fully-auto
EC9155.MB,DeLonghi,NEW,345.11,20,ON-SITE,De’Longhi Dedica Arte EC9155.MB Semi-auto Espresso machine 2.5 L
9J0900,SAECO,NEW,809.67,20,ON-SITE,Automatic coffee machine SAECO AURORA M1 (9J0900) 1900 W Black
ECAM220.30.SB,DeLonghi,NEW,293.56,19,ON-SITE,Espresso machine DeLonghi ECAM 220.30.SB
ECAM 650.55.MS,DeLonghi,NEW,1106.55,19,ON-SITE,De’Longhi PrimaDonna Elite ECAM 650.55.MS Fully-auto Espresso machine 2 L
ECAM320.70.TB,DeLonghi,NEW,533.8,17,ON-SITE,DeLonghi espresso machine ECAM 320.70.TB
TAS103E,BOSCH,NEW,35.04,16,ON-SITE,Bosch Tassimo Happy TAS103E coffee maker Fully-auto Capsule coffee machine 0.7 L
ECAM290.85.SBX,DeLonghi,NEW,409.09,14,ON-SITE,De’Longhi ECAM 290.85.SBX Fully-auto Espresso machine 1.8 L
ECAM220.80.SB,DeLonghi,NEW,326.46,12,ON-SITE,De’Longhi Magnifica ECAM220.80.SB Fully-auto Drip coffee maker 1.8 L
1230000201674,FELLOW,NEW,1259.91,11,ON-SITE,FELLOW ESPRESSO Series 1 Espresso Machine Black
9J0040,SAECO,NEW,500.72,10,ON-SITE,Saeco New Royal Black Semi-auto Espresso machine 2.5 L
EA875U,Krups,NEW,515.16,10,ON-SITE,Krups Intution Preference EA875U10 coffee maker Semi-auto Espresso machine 3 L
EN510.B,DeLonghi,NEW,175.22,9,ON-SITE,De’Longhi Lattissima One EN510.B Espresso machine 1 L
CM2M1410,Tefal,NEW,39.88,9,ON-SITE,Ekspres przelewowy TEFAL CM2M1410 Morning
